,Movie,RottenT_Rating
8367,Wonderful World,6.4
8368,Armored,5.3
8369,Brothers,6.5
8370,Ciao,5.2
8371,The Men Who Stare At Goats,6.2
8372,SãRaphine,7.8
8373,The Twilight Saga: New Moon,5.2
8374,Did You Hear About The Morgans?,3.9
8375,Gogol Bordello Non-Stop,5.7
8376,Lake Mungo,8.2
8377,Waveriders,5.2
8378,The Blind Side,6.4
8379,Fish Tank,7.0
8380,Capitalism: A Love Story,7.1
8381,The White Stripes Under Great White Northern Lights,6.8
8382,The Final,3.8
8383,Am I Black Enough For You?,5.5
8384,No Distance Left To Run,6.7
8385,Rocky Road To Dublin,7.7
8386,Where The Wild Things Are,7.4
8387,Ponyo,7.9
8388,Fix,6.2
8389,Captain Abu Raed,6.7
8390,Whiteout,4.0
8391,Gentlemen Broncos,4.4
8392,Flame & Citron,6.9
8393,Gamer,4.7
8394,Planet 51,4.7
8395,Bitch Slap,4.6
8396,The Art Of Being Straight,5.0
8397,Old Dogs,2.7
8398,Antichrist,6.1
8399,Up In The Air,8.5
8400,Tru Loved,5.3
8401,The Stoning Of Soraya M.,6.4
8402,Cold Souls,6.8
8403,The Private Lives Of Pippa Lee,6.3
8404,The Damned United,7.5
8405,The Wedding Song,7.8
8406,Crude,7.6
8407,Motherhood,3.9
8408,The End Of The Line,6.7
8409,The September Issue,7.2
8410,We Live In Public,7.3
8411,"Precious: Based On The Novel ""Push"" By Sapphire",8.2
8412,Departures,7.3
8413,The Time Traveler'S Wife,5.5
8414,The Boondock Saints Ii: All Saints Day,4.7
8415,Hunger,8.3
8416,White On Rice,6.2
8417,Pyaar Impossible,3.7
8418,I Can'T Think Straight,4.3
8419,The Stranger,8.4
8420,District 9,8.0
8421,Shall We Kiss?,6.8
8422,Bronson,7.1
8423,Revanche,8.1
8424,A Serious Man,8.3
8425,Everybody'S Fine,5.8
8426,The Beaches Of AgnãS,8.5
8427,$9.99,6.9
8428,Good Hair,7.4
8429,Three Blind Mice,6.4
8430,Examined Life,6.7
8431,Sorority Row,4.7
8432,Sodom And Gomorrah,6.4
8433,Dead Snow,6.6
8434,Peter And Vandy,5.8
8435,Coco Before Chanel,6.5
8436,Dare,6.2
8437,Splinterheads,4.4
8438,Bright Star,7.7
8439,Alexander The Last,6.8
8440,An Englishman In New York,6.0
8441,Fireball,3.9
8442,The Escapist,6.6
8443,Tennessee,5.3
8444,"New York, I Love You",5.5
8445,The Song Of Sparrows,7.8
8446,Beer Wars,6.5
8447,Ong Bak 2: The Beginning,5.5
8448,Saw Vi,5.0
8449,Amelia,5.1
8450,Surrogates,5.7
8451,More Than A Game,6.8
8452,Free Style,4.9
8453,Play The Game,4.9
8454,Love Happens,4.5
8455,The House Of The Devil,7.4
8456,Triangle,6.7
8457,Midgets Vs. Mascots,2.1
8458,I Hate Valentine'S Day,3.0
8459,The Boys Are Back,6.5
8460,I Hope They Serve Beer In Hell,3.4
8461,The Firm,5.4
8462,Give Me Your Hand,5.1
8463,Perfect Blue,8.0
8464,Like Stars On Earth,8.0
8465,Streamers,6.8
8466,Post Grad,4.1
8467,The Invention Of Lying,6.3
8468,24 City,7.5
8469,Moon,8.2
8470,Soul Power,7.5
8471,Whip It,7.2
8472,Sex Addict,7.0
8473,Amreeka,7.1
8474,Pandorum,4.8
8475,Halloween Ii,4.4
8476,Big Fan,7.3
8477,Passing Strange The Movie,8.1
8478,No Impact Man,7.0
8479,Outrage,7.3
8480,Brothers At War,6.0
8481,Chevolution,6.6
8482,Public Enemies,6.8
8483,Smokin' Aces 2: Assassins' Ball,4.1
8484,Michael Jackson'S This Is It,7.3
8485,Town Creek,5.5
8486,Breaking Point,3.0
8487,Devdas,7.8
8488,The Hip Hop Project,6.7
8489,Beyond A Reasonable Doubt,6.5
8490,Under The Bombs,8.7
8491,Blind Date,5.6
8492,The Final Destination,3.7
8493,Paranormal Activity,7.3
8494,We Are Wizards,5.8
8495,Trucker,6.6
8496,Somers Town,7.4
8497,Jennifer'S Body,5.7
8498,In The Loop,8.2
8499,A Man Called Adam,6.4
8500,The Burning Plain,5.9
8501,The Hurt Locker,8.7
8502,A Film With Me In It,6.6
8503,Fifty Dead Men Walking,6.9
8504,Laila'S Birthday,6.4
8505,(500) Days Of Summer,8.0
8506,Cloudy With A Chance Of Meatballs,7.3
8507,A Perfect Getaway,6.1
8508,Lesbian Vampire Killers,3.7
8509,Weather Girl,5.4
8510,Ichi,5.3
8511,X Games: The Movie,5.4
8512,Coffin Rock,5.5
8513,Matador,7.8
8514,Law Of Desire,8.1
8515,The First Saturday In May,6.9
8516,Harry Potter And The Half-Blood Prince,7.6
8517,The Hangover,7.1
8518,The Headless Woman,7.3
8519,This Beautiful City,4.5
8520,The Girl From Monaco,6.1
8521,Taking Woodstock,6.0
8522,Julie & Julia,7.1
8523,The Auteur,6.0
8524,G-Force,4.7
8525,It Might Get Loud,7.0
8526,Herb And Dorothy,7.3
8527,Four Christmases,4.9
8528,My Sister'S Keeper,5.8
8529,World'S Greatest Dad,7.0
8530,Up,9.0
8531,Star Trek,8.2
8532,Angels & Demons,5.5
8533,The Cove,8.2
8534,The Open Road,5.5
8535,Know Your Mushrooms,7.3
8536,Ghosted,4.8
8537,The Skeptic,3.0
8538,Motherland,7.6
8539,Prima Ballerina,6.3
8540,Alice,6.6
8541,The Belles Of St. Trinian'S,6.9
8542,The Seventh Seal,9.4
8543,David & Layla,5.3
8544,Expired,5.8
8545,Downhill Racer,7.6
8546,Live!,5.0
8547,Lemon Tree,7.2
8548,Meeting People Is Easy,10.0
8549,America The Beautiful,6.4
8550,Wild Child,4.7
8551,Loren Cass,6.2
8552,Trapeze,7.4
8553,Night At The Museum: Battle Of The Smithsonian,5.2
8554,Funny People,6.8
8555,Thirst,7.1
8556,Franklyn,5.2
8557,Gomorra,8.0
8558,A Christmas Tale,7.9
8559,Ice Age: Dawn Of The Dinosaurs,6.1
8560,BrãNo,6.6
8561,The Limits Of Control,5.6
8562,Shorts,6.2
8563,Is Anybody There?,6.6
8564,Il Divo,7.9
8565,Humpday,7.1
8566,Paper Heart,6.1
8567,Inspector Bellamy,6.9
8568,Do Knot Disturb,3.0
8569,Stupidity,7.1
8570,Carny,6.7
8571,Evergreen,6.1
8572,G.I. Joe: The Rise Of Cobra,4.7
8573,The Accidental Husband,3.1
8574,Ballast,7.8
8575,The Merry Gentleman,6.3
8576,Where God Left His Shoes,6.2
8577,The English Surgeon,7.6
8578,See You In The Morning,5.8
8579,Six Sex Scenes & A Murder,4.5
8580,Lake Tahoe,7.6
8581,The Ugly Truth,4.3
8582,Nothing Like The Holidays,6.2
8583,The Goods: Live Hard. Sell Hard.,3.9
8584,Ice People,6.7
8585,Spread,4.8
8586,A Wink And A Smile,6.1
8587,Ink,7.8
8588,Act Of God,6.6
8589,Make The Yuletide Gay,5.6
8590,Penance,6.4
8591,Dil Bole Hadippa!,5.2
8592,The Canyon,4.4
8593,Food Beware: The French Organic Revolution,5.7
8594,The Taking Of Pelham 123,5.7
8595,Night Of The Creeps,7.2
8596,The Crimson Kimono,6.8
8597,Underworld U.S.A.,7.6
8598,Orphan,5.9
8599,The Art Star And The Sudanese Twins,8.4
8600,Whatever Works,5.9
8601,The Narrows,5.0
8602,Passchendaele,5.1
8603,Virtual Jfk: Vietnam If Kennedy Had Lived,6.4
8604,"Food, Inc.",7.8
8605,The Answer Man,5.7
8606,Into Temptation,7.1
8607,Perestroika,5.8
8608,I Can See You,8.0
8609,The Marc Pease Experience,3.6
8610,Tinker Bell And The Lost Treasure,6.7
8611,Stan Helsing,2.6
8612,Snow White And The Seven Dwarfs,8.9
8613,Will Ferrell: You'Re Welcome America - A Final Night With George W Bush,6.0
8614,Gretchen,7.1
8615,Trick 'R Treat,7.8
8616,Blood: The Last Vampire,3.6
8617,Dinosaurs Alive!,7.1
8618,Imagine That,4.9
8619,Empties,7.3
8620,Transformers: Revenge Of The Fallen,4.4
8621,Fados,7.8
8622,Land Of The Lost,4.4
8623,Anvil! The Story Of Anvil,8.2
8624,The Reflecting Pool,5.4
8625,Year One,4.1
8626,Munyurangabo,7.9
8627,Marlene,8.1
8628,My Life In Ruins,4.3
8629,ChãRi,6.2
8630,"Not Quite Hollywood: The Wild, Untold Story Of Ozploitation!",7.6
8631,Drag Me To Hell,7.6
8632,The Objective,6.3
8633,The Proposal,5.8
8634,Every Little Step,7.8
8635,War Child,5.7
8636,American Violet,7.7
8637,Looking For Eric,7.3
8638,X-Men Origins: Wolverine,5.7
8639,Love N' Dancing,3.2
8640,Objectified,7.2
8641,Doghouse,4.4
8642,The Moon In The Gutter,4.4
8643,Battle For Terra,5.9
8644,New World Order,4.5
8645,Daybreak,8.7
8646,Wagon Master,8.8
8647,Skills Like This,6.2
8648,Silent Light,8.1
8649,Management,5.8
8650,Good Dick,5.6
8651,Fermat'S Room,5.8
8652,Secrecy,7.2
8653,Ghosts Of Girlfriends Past,4.8
8654,Filth And Wisdom,4.4
8655,Road To Victory,7.3
8656,Away We Go,6.9
8657,Fighting,5.3
8658,State Of Play,7.3
8659,Julia,6.9
8660,Full Battle Rattle,7.5
8661,Monsters Vs. Aliens,6.3
8662,Observe And Report,6.1
8663,Steam,4.8
8664,Adam Resurrected,5.8
8665,The Children,6.7
8666,Shrink,5.3
8667,Next Day Air,4.3
8668,The Last House On The Left,5.3
8669,The Girlfriend Experience,6.6
8670,Rembrandt'S J'Accuse,7.4
8671,The Haunted World Of El Superbeasto,5.4
8672,Earth,7.3
8673,Local Color,5.7
8674,Model Shop,8.5
8675,Note By Note: The Making Of Steinway L1037,8.1
8676,The Betrayal,8.0
8677,Sleep Dealer,7.3
8678,The Toe Tactic,5.7
8679,Crank: High Voltage,5.9
8680,Google Me,6.2
8681,Sugar,8.0
8682,The Country Teacher,6.9
8683,Chatham,4.8
8684,Deadgirl,5.1
8685,Easy Virtue,6.0
8686,White Night Wedding,4.3
8687,Jerichow,7.3
8688,Treeless Mountain,7.5
8689,Dance Flick,3.5
8690,Grace,7.1
8691,The Meerkats,6.1
8692,Valentino: The Last Emperor,6.9
8693,Adventureland,7.6
8694,Kabei: Our Mother,6.6
8695,Homicide,7.9
8696,Husbands,6.9
8697,Mothra,6.2
8698,"Jeanne Dielman, 23 Commerce Quay, 1080 Brussels",9.2
8699,Hannah Montana: The Movie,5.3
8700,Absurdistan,7.0
8701,Sunshine Cleaning,6.7
8702,Trouble The Water,8.5
8703,Duplicity,6.8
8704,Burning The Future: Coal In America,7.1
8705,Surveillance,5.4
8706,New York,6.9
8707,The Poker House,5.3
8708,Beautiful Losers,6.0
8709,The Informers,3.9
8710,Life Is Hot In Cracktown,5.7
8711,Nights And Weekends,7.1
8712,Tyson,7.4
8713,Newcastle,5.8
8714,The Beautiful Game,6.3
8715,Polanski Unauthorized,2.7
8716,Shifty,6.9
8717,Goodbye Solo,8.1
8718,An American Affair,4.4
8719,The Tiger'S Tail,4.8
8720,The People That Time Forgot,6.1
8721,Reckless,6.4
8722,The Goodtimeskid,6.8
8723,Sita Sings The Blues,8.7
8724,The Strawberry Blonde,7.6
8725,Winged Creatures,5.2
8726,Grey Gardens,8.6
8727,Big Man Japan,6.4
8728,17 Again,5.8
8729,Che: Part One,7.0
8730,Mutant Chronicles,3.9
8731,Dragonball: Evolution,3.7
8732,"I Love You, Man",7.1
8733,Race To Witch Mountain,5.6
8734,12,7.1
8735,The Chaser,6.7
8736,Roadside Romeo,6.2
8737,La Roue,8.7
8738,Streets Of Blood,4.4
8739,The Soloist,6.1
8740,Obsessed,4.4
8741,The Great Buck Howard,6.6
8742,Acolytes,6.6
8743,Gigantic,5.0
8744,Labor Pains,3.6
8745,Delgo,4.2
8746,Paris 36,6.2
8747,Waiting For Dublin,4.5
8748,Harvard Beats Yale 29-29,7.8
8749,The Long Weekend,3.6
8750,Alien Trespass,5.6
8751,Gooby,3.5
8752,River City Drumbeat,8.2
8753,Dr. Bronner'S Magic Soapbox,6.6
8754,Lonely Are The Brave,8.0
8755,Be Kind Rewind,6.6
8756,The Ruins,5.9
8757,Watchmen,7.0
8758,The Pink Panther 2,3.9
8759,Anita O'Day: The Life Of A Jazz Singer,8.1
8760,Run Robot Run,7.1
8761,Rec,7.7
8762,Coraline,7.9
8763,The Haunting In Connecticut,4.8
8764,Let'S Talk About The Rain,7.1
8765,Rec 2,6.5
8766,At The Death House Door,8.3
8767,Fast & Furious,5.0
8768,Visioneers,5.4
8769,Knowing,5.1
8770,Bart Got A Room,6.6
8771,Dim Sum Funeral,4.6
8772,The New Twenty,5.5
8773,Tarzan Of The Apes,7.1
8774,Horsemen,5.6
8775,Echelon Conspiracy,3.5
8776,Nursery University,6.8
8777,The Big Shot-Caller,5.5
8778,Do The Right Thing,9.3
8779,Spring Break,1.8
8780,Friday The 13Th,4.4
8781,Push,4.6
8782,Kamp Katrina,7.7
8783,The Rain People,9.0
8784,Inkheart,5.5
8785,What Goes Up,4.1
8786,Two Lovers,7.0
8787,The Education Of Charlie Banks,5.7
8788,Phoebe In Wonderland,7.0
8789,12 Rounds,4.9
8790,Princess Protection Program,6.6
8791,Waltz With Bashir,8.6
8792,Street Fighter: The Legend Of Chun-Li,2.9
8793,The Unborn,3.6
8794,Tokyo!,7.0
8795,Dark Streets,4.7
8796,Stone Of Destiny,5.2
8797,Jonas Brothers: The Concert Experience,4.4
8798,Outlander,5.2
8799,Crossing Over,4.7
8800,Our City Dreams,6.7
8801,Bob Funk,4.0
8802,The Strange One,5.0
8803,Rip! A Remix Manifesto,6.1
8804,"Louise Bourgeois: The Spider, The Mistress And The Tangerine",7.5
8805,Revolutionary Road,6.9
8806,Revolution,2.8
8807,Killshot,5.5
8808,Gran Torino,7.7
8809,Dreams With Sharp Teeth,8.2
8810,He'S Just Not That Into You,5.7
8811,Under The Yum Yum Tree,5.0
8812,Lookin' To Get Out,5.7
8813,The Memory Thief,6.8
8814,Fired Up,4.4
8815,The International,6.2
8816,Were The World Mine,6.4
8817,Spring Breakdown,4.9
8818,Forever Strong,5.1
8819,Crawford,7.7
8820,Adoration,6.3
8821,Spinning Into Butter,4.8
8822,Unconscious,7.2
8823,Tyler Perry'S Madea Goes To Jail,5.3
8824,Good Neighbor Sam,7.4
8825,The Perfect Sleep,4.8
8826,Falling Down,6.9
8827,Fanboys,5.6
8828,Beyond Rangoon,5.6
8829,Johnny Got His Gun,7.6
8830,Wise Blood,7.2
8831,The Curious Case Of Benjamin Button,7.6
8832,Enchanted April,7.0
8833,The Friends Of Eddie Coyle,8.6
8834,My Bloody Valentine,6.1
8835,The Reluctant Dragon,7.7
8836,Of Time And The City,8.0
8837,Man Hunt,7.5
8838,Valkyrie,6.4
8839,Paul Blart: Mall Cop,5.2
8840,From Noon Till Three,6.6
8841,Incendiary,4.0
8842,Eden Log,5.0
8843,Just Another Love Story,6.2
8844,London Mon Amour,4.2
8845,Underworld: Rise Of The Lycans,4.7
8846,New In Town,4.2
8847,A Match Made In Heaven,6.7
8848,The Sky Crawlers,6.6
8849,Yonkers Joe,6.2
8850,Crips And Bloods: Made In America,6.9
8851,Aleksandra,7.6
8852,Taking Chance,6.8
8853,Baby On Board,4.6
8854,Mega Shark Vs. Giant Octopus,3.4
8855,Jetsons: The Movie,5.1
8856,The Uninvited,8.2
8857,The Rising: Ballad Of Mangal Pandey,6.9
8858,The Hit,8.3
8859,Audience Of One,6.3
8860,"Rachel, Rachel",8.2
8861,Nothing But The Truth,7.0
8862,Look,5.7
8863,How About You,6.0
8864,Frost/Nixon,8.3
8865,Hotel For Dogs,5.5
8866,Stranded: I'Ve Come From A Plane That Crashed On The Mountains,8.3
8867,Glass: A Portrait Of Philip In Twelve Parts,6.7
8868,S. Darko: A Donnie Darko Tale,4.3
8869,Good,5.1
8870,Last Chance Harvey,6.5
8871,Bride Wars,4.0
8872,Wendy And Lucy,7.7
8873,Mum & Dad,6.2
8874,What Doesn'T Kill You,6.9
8875,While She Was Out,4.0
8876,Slaughter High,4.0
8877,Rang De Basanti,8.0
8878,Nickelodeon,5.1
8879,No Country For Old Men,9.1
8880,Uncle Nino,5.0
8881,Dante 01,4.7
8882,The Day The Earth Stood Still,4.6
8883,The Spirit,4.0
8884,Forever,7.8
8885,Homer & Eddie,2.1
8886,The Fox And The Child,5.5
8887,Donkey Punch,6.1
8888,I.O.U.S.A.,7.5
8889,The Reader,6.9
8890,Doubt,7.5
8891,The Pope'S Toilet,6.6
8892,Female Agents,6.5
8893,The Last Metro,7.8
8894,Notorious,5.1
8895,The Other Man,5.0
8896,The Burrowers,6.5
8897,Into The Blue 2: The Reef,2.7
8898,Black Sun,5.3
8899,Special,5.9
8900,Tell No One,7.8
8901,General Della Rovere,7.6
8902,Big Stan,3.8
8903,Yella,6.8
8904,Holding Trevor,3.6
8905,Cthulhu,5.8
8906,Timecrimes,7.3
8907,New York City Serenade,4.1
8908,Quantum Of Solace,6.6
8909,Bedtime Stories,4.8
8910,Tehilim,7.0
8911,Sleepwalking,4.8
8912,Battle For The Planet Of The Apes,5.0
8913,Taken,6.9
8914,A Jihad For Love,6.6
8915,Jcvd,6.9
8916,Between Love & Goodbye,4.7
8917,Chandni Chowk To China,5.6
8918,Crossing Arizona,7.5
8919,Dark Matter,5.8
8920,A Song Is Born,5.2
8921,Yes Man,5.8
8922,The Tale Of Despereaux,6.3
8923,American Swing,6.2
8924,Vinyan,5.5
8925,House Of The Sleeping Beauties,5.0
8926,Careful,6.3
8927,Bolt,7.3
8928,The Village Barbershop,5.0
8929,Lake City,4.5
8930,In The Electric Mist,6.4
8931,Wonders Are Many: The Making Of Doctor Atomic,7.0
8932,F.T.A.,7.6
8933,Islander,7.4
8934,I Served The King Of England,7.4
8935,Religulous,6.6
8936,Changeling,7.0
8937,High School Musical 3: Senior Year,6.2
8938,How To Lose Friends & Alienate People,5.4
8939,Body Of Lies,6.4
8940,Nights In Rodanthe,5.1
8941,Miracle At St. Anna,5.9
8942,Flash Of Genius,6.7
8943,Choke,6.2
8944,Frozen River,7.7
8945,Traitor,6.6
8946,Otto; Or Up With Dead People,5.8
8947,Quarantine,5.3
8948,When Time Ran Out,3.0
8949,Moving Midway,8.2
8950,Alice Neel,7.1
8951,Bachna Ae Haseeno,6.8
8952,The Haunting Of Molly Hartley,3.4
8953,The Matador,6.4
8954,Alien Raiders,7.1
8955,The Silver Chalice,4.7
8956,Thick As Thieves,3.8
8957,Five,7.0
8958,Yentl,7.1
8959,Our Man In Havana,8.2
8960,The Exterminating Angel,9.2
8961,Saving Marriage,6.7
8962,Death Note 2: The Last Name,6.0
8963,Vibes,3.9
8964,Sex And The Single Girl,5.0
8965,My Name Is Bruce,5.2
8966,Inside Daisy Clover,6.1
8967,Gumshoe,7.9
8968,The Romance Of Astrea And Celadon,5.8
8969,Obscene,7.4
8970,Bottle Shock,6.0
8971,The Singing Revolution,7.2
8972,Everybody Wants To Be Italian,3.5
8973,Madagascar: Escape 2 Africa,6.2
8974,Lakeview Terrace,5.8
8975,Fireproof,4.9
8976,Nick And Norah'S Infinite Playlist,6.8
8977,Getting Straight,5.4
8978,Chocolate,6.4
8979,Battle For Haditha,6.0
8980,Days And Clouds,7.6
8981,Pride And Glory,5.6
8982,A Good Day To Be Black & Sexy,6.2
8983,Zack And Miri Make A Porno,6.6
8984,Freakdog,3.0
8985,Noah'S Arc: Jumping The Broom,6.0
8986,The Lodger,3.9
8987,Iowa,3.8
8988,Magnificent Obsession,7.0
8989,Cannery Row,6.4
8990,The Express,6.5
8991,"Goodbye, Mr. Chips",8.3
8992,Closing The Ring,4.8
8993,Holly,5.9
8994,Igor,5.6
8995,Saw V,3.5
8996,The Duchess,6.6
8997,Vicky Cristina Barcelona,7.2
8998,Rocknrolla,6.3
8999,The Rocker,5.6
9000,Roman Polanski: Wanted And Desired,7.7
9001,College,2.9
9002,Just Buried,5.3
9003,Max Payne,4.3
9004,Our Daily Bread,7.3
9005,The Lucky Ones,5.6
9006,Splinter,6.7
9007,The End Of America,6.7
9008,Something Of Value,6.2
9009,Center Stage: Turn It Up,6.0
9010,Hulk Vs.,7.5
9011,El Norte,8.1
9012,Blindsight,7.8
9013,Babylon A.D.,3.7
9014,The Alphabet Killer,4.6
9015,Pineapple Express,6.9
9016,Righteous Kill,4.4
9017,Brick Lane,6.7
9018,My Best Friend'S Girl,3.7
9019,Mirrors,4.4
9020,Ping Pong Playa,6.2
9021,Choose Connor,5.1
9022,Age Of Consent,7.4
9023,Swing Vote,5.5
9024,Hamlet 2,6.5
9025,The Grocer'S Son,7.0
9026,Amal,7.6
9027,All Roads Lead Home,2.8
9028,Disaster Movie,1.9
9029,Bustin' Down The Door,6.1
9030,Eden Lake,6.4
9031,Humboldt County,6.2
9032,Frontrunners,7.1
9033,Chris Rock: Kill The Messenger,7.0
9034,The Wicker Man,8.1
9035,The Women,4.4
9036,Woman On The Beach,7.9
9037,Welcome To Dongmakgol,6.8
9038,The Mummy: Tomb Of The Dragon Emperor,4.3
9039,Meet Dave,4.5
9040,Death Race,5.2
9041,Burn After Reading,7.2
9042,The House Bunny,5.4
9043,Savage Grace,5.7
9044,In Search Of A Midnight Kiss,7.1
9045,A Girl Cut In Two,6.6
9046,Make It Happen,4.3
9047,Mamma Mia!,6.0
9048,Ghost Town,7.2
9049,American Teen,6.8
9050,Flow: For Love Of Water,7.1
9051,Man On Wire,8.6
9052,The Longshots,5.6
9053,Step Brothers,5.8
9054,Che: Part Two,6.9
9055,Mister Lonely,5.7
9056,Sangre De Mi Sangre,7.1
9057,Neo Ned,8.0
9058,"Surfer, Dude",4.1
9059,An American Carol,3.3
9060,Resident Evil: Degeneration,5.4
9061,Babylon,8.1
9062,The Case Of The Grinning Cat,7.8
9063,Abraham Lincoln,5.5
9064,White Dog,8.2
9065,Fred Claus,4.6
9066,And When Did You Last See Your Father?,7.1
9067,The Chronicles Of Narnia: Prince Caspian,6.6
9068,Over The Gw,5.9
9069,Rise Of The Footsoldier,3.0
9070,Wanted,6.8
9071,The X-Files: I Want To Believe,5.4
9072,Welcome To The Land Of Ch'Tis,5.6
9073,Fly Me To The Moon,4.6
9074,Diminished Capacity,5.2
9075,Space Chimps,5.0
9076,Loudmouth Soup,4.7
9077,Kiss The Bride,5.1
9078,My Father My Lord,7.4
9079,Gonzo: The Life And Work Of Dr. Hunter S. Thompson,7.4
9080,Another Gay Sequel: Gays Gone Wild,4.0
9081,Quo Vadis?,6.6
9082,The Boys In The Band,7.2
9083,The Girl Who Leapt Through Time,6.5
9084,Garden Party,4.6
9085,The Tall T,8.4
9086,Get Smart,6.4
9087,Wall-E,8.9
9088,Poultrygeist: Night Of The Chicken Dead,6.3
9089,Kung Fu Panda,7.4
9090,Iron Man,8.0
9091,The Sisterhood Of The Traveling Pants 2,6.3
9092,Comanche Station,9.4
9093,This Christmas,6.4
9094,The Perfect Holiday,4.4
9095,Sukiyaki Western Django,6.4
9096,Encounters At The End Of The World,7.8
9097,Garbage Warrior,6.1
9098,The Gay Bed And Breakfast Of Terror,4.2
9099,Transsiberian,7.3
9100,NoãLle,4.8
9101,Liberty Kid,7.4
9102,Up The Yangtze,8.2
9103,Star Wars: The Clone Wars,4.7
9104,The Incredible Hulk,6.6
9105,National Lampoon'S Homo Erectus,2.7
9106,Wild Combination: A Portrait Of Arthur Russell,7.1
9107,Beer For My Horses,3.3
9108,The Chant Of Jimmie Blacksmith,8.6
9109,The Wild Parrots Of Telegraph Hill,8.0
9110,Shadow Company,8.3
9111,They Wait,4.6
9112,The Go-Getter,5.7
9113,Six In Paris,6.2
9114,Tuya'S Marriage,7.6
9115,A Walk Into The Sea: Danny Williams And The Warhol Factory,6.3
9116,Made Of Honor,4.6
9117,Billy The Kid,7.7
9118,Kit Kittredge: An American Girl,7.1
9119,Journey To The Center Of The Earth,6.3
9120,Zombie Strippers,4.9
9121,Runnin' Down A Dream: Tom Petty And The Heartbreakers,8.3
9122,Abel Raises Cain,7.4
9123,Elite Squad,5.3
9124,Death Defying Acts,5.4
9125,Kid Galahad,7.5
9126,Tinker Bell,6.0
9127,Planet B-Boy,7.0
9128,Hell Ride,4.1
9129,Tashan,7.2
9130,Gunnin' For That No. 1 Spot,6.4
9131,Tortilla Heaven,5.0
9132,Thoda Pyaar Thoda Magic,6.5
9133,Futurama: Bender'S Game,7.0
9134,Whaledreamers,5.5
9135,Santa'S Apprentice,5.8
9136,Kiss Of The Spider Woman,7.5
9137,Le Doulos,8.0
9138,An Actor'S Revenge,8.5
9139,A Very British Gangster,6.8
9140,The Love Guru,3.7
9141,"War, Inc.",5.2
9142,Indiana Jones And The Kingdom Of The Crystal Skull,7.2
9143,The Happening,4.6
9144,The Pirates Who Don'T Do Anything: A Veggietales Movie,5.4
9145,The Edge Of Heaven,8.4
9146,You Don'T Mess With The Zohan,4.9
9147,Xxy,7.3
9148,Paranoid Park,7.3
9149,The Stone Angel,5.7
9150,Captain Mike Across America,5.3
9151,Mongol,7.4
9152,Stuck,6.7
9153,Fugitive Pieces,6.5
9154,Boy A,7.8
9155,The Devil'S Chair,5.8
9156,Second Breath,7.9
9157,Ten Nights Of Dreams,7.6
9158,Standard Operating Procedure,7.8
9159,Dance Of The Dead,7.8
9160,Four Minutes,6.6
9161,Jack Brooks: Monster Slayer,6.0
9162,Ripple Effect,4.1
9163,Spirit Of The Marathon,5.7
9164,The Lazarus Project,4.9
9165,The Business,5.8
9166,Kenny,7.9
9167,Chapter 27,4.2
9168,The Unforeseen,7.6
9169,An Autumn Afternoon,9.1
9170,Razzle Dazzle: A Journey Into Dance,7.0
9171,Run Fat Boy Run,5.9
9172,Mother Of Tears,5.4
9173,Final Exam,4.4
9174,Pathology,5.6
9175,Red Cliff,7.2
9176,Forgetting Sarah Marshall,7.3
9177,Supersonic,7.4
9178,Berlin,7.0
9179,$ (Dollars),7.1
9180,Walk All Over Me,4.9
9181,Sex And The City,6.1
9182,Deception,4.5
9183,"Bigger, Stronger, Faster",7.8
9184,Csny: Deja Vu,6.3
9185,The Foot Fist Way,5.9
9186,Flashbacks Of A Fool,5.2
9187,Finding Amanda,5.7
9188,Constantine'S Sword,7.5
9189,Passing Poston,6.8
9190,Far North,6.5
9191,Monster Road,5.8
9192,Fist Of Legend,7.9
9193,"Ladies And Gentlemen, The Fabulous Stains",6.1
9194,Workingman'S Death,6.9
9195,Reprise,7.6
9196,Class Of 1999,8.0
9197,88 Minutes,3.0
9198,Itty Bitty T...Y Committee,5.1
9199,I Want Candy,5.2
9200,Speed Racer,5.8
9201,Kabluey,7.2
9202,House Of Pleasure,8.1
9203,Before The Rains,5.8
9204,The Forbidden Kingdom,6.5
9205,We Are Together,7.3
9206,Leatherheads,6.3
9207,Baby Mama,6.5
9208,Harold,4.4
9209,Outsourced,6.8
9210,Sarah Landon And The Paranormal Hour,3.3
9211,Lagerfeld Confidential,5.4
9212,The Babysitters,5.4
9213,Jodhaa Akbar,6.8
9214,The Art Of Travel,6.8
9215,Redbelt,6.7
9216,Kicking It,6.4
9217,Medicine For Melancholy,7.4
9218,A/K/A Tommy Chong,6.9
9219,Chicago 10,7.0
9220,Tall Tale: The Unbelievable Adventures Of Pecos Bill,7.0
